NC_002695.2-746	CP064383.1	100.000	150	0	0	1	150	1177334	1177185	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain PartA-EcoliO157H7-RM8376 chromosome, complete genome
NC_002695.2-746	CP028758.1	100.000	150	0	0	1	150	2049063	2048914	1.78e-70	278	562	100	100	Escherichia coli strain A16 chromosome, complete genome
NC_002695.2-746	CP055063.1	100.000	150	0	0	1	150	2344739	2344590	1.78e-70	278	622	100	100	Shigella dysenteriae strain SWHE2 chromosome, complete genome
NC_002695.2-746	CP055055.1	100.000	150	0	0	1	150	1952000	1951851	1.78e-70	278	622	100	100	Shigella dysenteriae strain SWHEFF_49 chromosome, complete genome
NC_002695.2-746	CP055052.1	100.000	150	0	0	1	150	1952000	1951851	1.78e-70	278	622	100	100	Shigella dysenteriae strain SWHEFF_51 chromosome, complete genome
NC_002695.2-746	CP090856.1	100.000	150	0	0	1	150	1309203	1309054	1.78e-70	278	562	100	100	Escherichia coli strain PNUSAE020169 chromosome, complete genome
NC_002695.2-746	CP090860.1	100.000	150	0	0	1	150	1309227	1309078	1.78e-70	278	562	100	100	Escherichia coli strain 2018C-5284a chromosome, complete genome
NC_002695.2-746	CP089272.1	100.000	150	0	0	1	150	3307178	3307327	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain M1300706001A chromosome, complete genome
NC_002695.2-746	CP089270.1	100.000	150	0	0	1	150	3353418	3353567	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain M1300706002 chromosome, complete genome
NC_002695.2-746	CP089032.1	100.000	150	0	0	1	150	3377228	3377377	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain 6535WT chromosome, complete genome
NC_002695.2-746	CP089036.1	100.000	150	0	0	1	150	3307274	3307423	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain 7386WT chromosome, complete genome
NC_002695.2-746	CP089034.1	100.000	150	0	0	1	150	3353420	3353569	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain 6535NalR chromosome, complete genome
NC_002695.2-746	CP089031.1	100.000	150	0	0	1	150	2756236	2756385	1.78e-70	278	562	100	100	Escherichia coli strain 7386Nal chromosome, complete genome
NC_002695.2-746	CP088026.1	100.000	150	0	0	1	150	2222671	2222522	1.78e-70	278	562	100	100	Escherichia coli strain 811035 chromosome, complete genome
NC_002695.2-746	CP088028.1	100.000	150	0	0	1	150	2222709	2222560	1.78e-70	278	562	100	100	Escherichia coli strain 811034 chromosome, complete genome
NC_002695.2-746	CP088032.1	100.000	150	0	0	1	150	2222904	2222755	1.78e-70	278	562	100	100	Escherichia coli strain 437024 chromosome, complete genome
NC_002695.2-746	CP088034.1	100.000	150	0	0	1	150	2223002	2222853	1.78e-70	278	562	100	100	Escherichia coli strain 437023 chromosome, complete genome
NC_002695.2-746	CP088036.1	100.000	150	0	0	1	150	2222515	2222366	1.78e-70	278	562	100	100	Escherichia coli strain 437022 chromosome, complete genome
NC_002695.2-746	CP088064.1	100.000	150	0	0	1	150	2222930	2222781	1.78e-70	278	562	100	100	Escherichia coli strain 435354 chromosome, complete genome
NC_002695.2-746	CP088062.1	100.000	150	0	0	1	150	2222930	2222781	1.78e-70	278	562	100	100	Escherichia coli strain 437021 chromosome, complete genome
NC_003210.1-33	CP023861.1	100.000	150	0	0	1	150	2586575	2586724	1.78e-70	278	169963	100	100	Listeria monocytogenes EGD-e chromosome, complete genome
NC_003210.1-33	CP045972.1	100.000	150	0	0	1	150	2562790	2562939	1.78e-70	278	1639	100	100	Listeria monocytogenes strain AUSMDU00000224 chromosome, complete genome
NC_003210.1-33	CP045970.1	100.000	150	0	0	1	150	2632127	2632276	1.78e-70	278	1639	100	100	Listeria monocytogenes strain AUSMDU00000235 chromosome, complete genome
NC_003210.1-33	CP032669.1	100.000	150	0	0	1	150	2581140	2581289	1.78e-70	278	1639	100	100	Listeria monocytogenes strain 52869 chromosome, complete genome
NC_003210.1-33	CP093220.1	100.000	150	0	0	1	150	2555729	2555878	1.78e-70	278	1639	100	100	Listeria monocytogenes strain 20-05651 chromosome, complete genome
NC_003210.1-33	CP061814.1	100.000	150	0	0	1	150	2606421	2606570	1.78e-70	278	393132	100	100	Listeria monocytogenes LO28 chromosome, complete genome
NC_003210.1-33	CP076625.1	100.000	150	0	0	1	150	1914452	1914303	1.78e-70	278	1639	100	100	Listeria monocytogenes strain LM7 chromosome, complete genome
NC_003210.1-33	CP076125.1	100.000	150	0	0	1	150	2505064	2505213	1.78e-70	278	1639	100	100	Listeria monocytogenes strain LM4 chromosome, complete genome
NC_003210.1-33	CP076051.1	100.000	150	0	0	1	150	2020559	2020708	1.78e-70	278	1639	100	100	Listeria monocytogenes strain 3BS90 chromosome, complete genome
NC_003210.1-33	CP075873.1	100.000	150	0	0	1	150	2625369	2625220	1.78e-70	278	1639	100	100	Listeria monocytogenes strain 2BR21 chromosome, complete genome
NC_003210.1-33	CP075876.1	100.000	150	0	0	1	150	2073224	2073373	1.78e-70	278	1639	100	100	Listeria monocytogenes strain 3BS28 chromosome, complete genome
NC_003210.1-33	CP075874.1	100.000	150	0	0	1	150	2325567	2325418	1.78e-70	278	1639	100	100	Listeria monocytogenes strain 1BR5 chromosome, complete genome
NC_003210.1-33	CP075875.1	100.000	150	0	0	1	150	2573276	2573425	1.78e-70	278	1639	100	100	Listeria monocytogenes strain 2BR25 chromosome, complete genome
NC_003210.1-33	CP050030.1	100.000	150	0	0	1	150	153416	153565	1.78e-70	278	1639	100	100	Listeria monocytogenes strain MB4 chromosome, complete genome
NC_003210.1-33	CP074104.1	100.000	150	0	0	1	150	1623070	1622921	1.78e-70	278	1639	100	100	Listeria monocytogenes strain LM30 chromosome, complete genome
NC_003210.1-33	CP025201.1	100.000	150	0	0	1	150	2717653	2717802	1.78e-70	278	1639	100	100	Listeria monocytogenes strain Rev2 chromosome, complete genome
NC_003210.1-33	CP068977.1	100.000	150	0	0	1	150	2607477	2607626	1.78e-70	278	1639	100	100	Listeria monocytogenes strain B-33260 isolate CFSAN100570 chromosome, complete genome
NC_003210.1-33	CP068392.1	100.000	150	0	0	1	150	358689	358540	1.78e-70	278	1639	100	100	Listeria monocytogenes strain LM26 chromosome, complete genome
NC_003210.1-33	CP068150.1	100.000	150	0	0	1	150	2593815	2593666	1.78e-70	278	1639	100	100	Listeria monocytogenes strain FDAARGOS_1080 chromosome, complete genome
NC_003210.1-33	CP058256.1	100.000	150	0	0	1	150	1401456	1401605	1.78e-70	278	1639	100	100	Listeria monocytogenes strain HM00113468 chromosome, complete genome
NC_002127.1-917	CP093139.1	100.000	150	0	0	1	150	1658	1509	1.78e-70	278	28901	100	100	Salmonella enterica strain PNUSAS127695 plasmid pPNUSAS127695_4, complete sequence
NC_002127.1-917	CP076240.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain 146N4 plasmid p3, complete sequence
NC_002127.1-917	CP076247.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Balcarce_24.2 plasmid p3, complete sequence
NC_002127.1-917	CP084196.1	100.000	150	0	0	1	150	2529	2380	1.78e-70	278	2878546	100	100	Salmonella sp. A39 plasmid unnamed2, complete sequence
NC_002127.1-917	CP082459.1	100.000	150	0	0	1	150	816	667	1.78e-70	278	58095	100	100	Salmonella enterica subsp. enterica serovar Agona strain FSIS1607563 plasmid pF18S017-3003, complete sequence
NC_002127.1-917	CP076296.1	100.000	150	0	0	1	150	3310	3459	1.78e-70	278	562	100	100	Escherichia coli strain Y18J plasmid unnamed3, complete sequence
NC_002127.1-917	CP076296.1	100.000	150	0	0	1	150	14888	15037	1.78e-70	278	562	100	100	Escherichia coli strain Y18J plasmid unnamed3, complete sequence
NC_002127.1-917	CP076295.1	100.000	150	0	0	1	150	28979	29128	1.78e-70	278	562	100	100	Escherichia coli strain Y18J plasmid unnamed2, complete sequence
NC_002127.1-917	CP067243.1	100.000	150	0	0	1	150	3117	2968	1.78e-70	278	562	100	100	Escherichia coli strain P19_598 plasmid pP19_598b, complete sequence
NC_002127.1-917	CP062777.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z563 plasmid pZ563-3, complete sequence
NC_002127.1-917	CP062773.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z570 plasmid pZ570-2, complete sequence
NC_002127.1-917	CP062768.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z866 plasmid pZ866-2, complete sequence
NC_002127.1-917	CP062786.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z869 plasmid pZ869-4, complete sequence
NC_002127.1-917	CP062765.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z885 plasmid pZ885-2, complete sequence
NC_002127.1-917	CP062760.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z892 plasmid pZ892-2, complete sequence
NC_002127.1-917	CP062757.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z903 plasmid pZ903-2, complete sequence
NC_002127.1-917	CP062754.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z910 plasmid pZ910-2, complete sequence
NC_002127.1-917	CP062751.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z1486 plasmid pZ1486-2, complete sequence
NC_002127.1-917	CP062748.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z1504 plasmid pZ1504-2, complete sequence
NC_002127.1-917	CP062741.1	100.000	150	0	0	1	150	3244	3095	1.78e-70	278	83334	100	100	Escherichia coli O157:H7 strain Z1723 plasmid pZ1723-2, complete sequence
